#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:35:00Z,0.07628571428571429,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:35:10Z,0.07769444444444444,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:35:20Z,0.07435294117647057,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:35:30Z,0.07288571428571432,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:35:40Z,0.07625,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:36:20Z,0.07870588235294117,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:36:30Z,0.07774999999999999,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:36:40Z,0.07606896551724139,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:37:10Z,0.08,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:37:20Z,0.08042105263157895,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:37:30Z,0.08186111111111113,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:37:40Z,0.08288571428571433,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:37:50Z,0.08400000000000003,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:38:00Z,0.08413888888888893,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:38:10Z,0.0839117647058824,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:38:20Z,0.08394285714285717,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:38:30Z,0.08409090909090913,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:38:40Z,0.08394117647058828,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:38:50Z,0.08158333333333335,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:39:00Z,0.07475,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:39:10Z,0.07311428571428569,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:39:20Z,0.07141666666666663,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:39:30Z,0.0699375,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:39:40Z,0.07052941176470587,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:39:50Z,0.07057894736842107,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:40:00Z,0.07130769230769231,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:40:10Z,0.07072500000000001,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:40:20Z,0.06657894736842107,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:40:30Z,0.06431428571428574,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:40:40Z,0.06713888888888889,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:40:50Z,0.06684615384615383,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:41:00Z,0.06997142857142857,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:41:10Z,0.06712500000000002,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:41:20Z,0.06378947368421055,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:41:30Z,0.0632,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:41:40Z,0.06518918918918921,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:41:50Z,0.06402702702702708,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:42:00Z,0.06263888888888891,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:42:10Z,0.062342857142857144,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:42:20Z,0.062171428571428586,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:42:30Z,0.061628571428571415,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:42:40Z,0.06514705882352942,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:42:50Z,0.0637297297297297,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:43:00Z,0.07093939393939394,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:43:10Z,0.07368421052631577,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:43:20Z,0.07411428571428569,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:43:30Z,0.07402564102564099,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:43:40Z,0.07359999999999997,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:43:50Z,0.07289189189189187,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:44:00Z,0.07251351351351351,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:44:10Z,0.07215384615384618,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:44:20Z,0.07138461538461542,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:44:30Z,0.0704722222222222,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:44:40Z,0.06997435897435897,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:44:50Z,0.06937499999999999,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:45:00Z,0.06833333333333336,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:45:10Z,0.06510526315789474,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:45:20Z,0.06486842105263158,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:45:30Z,0.0644054054054054,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:45:40Z,0.06331428571428571,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:45:50Z,0.06242857142857143,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:46:00Z,0.06035897435897434,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:46:10Z,0.0623,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:46:20Z,0.05983333333333331,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:46:30Z,0.05672500000000001,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:46:40Z,0.057432432432432436,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:46:50Z,0.056277777777777795,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:47:00Z,0.05782051282051284,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:47:10Z,0.06005000000000001,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:47:20Z,0.05860526315789474,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:47:30Z,0.05822857142857145,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:47:40Z,0.05678378378378379,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:47:50Z,0.0570810810810811,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:48:00Z,0.05672222222222226,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:48:10Z,0.05623684210526318,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:48:20Z,0.05818421052631578,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:48:30Z,0.05750000000000001,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:48:40Z,0.05958333333333332,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:48:50Z,0.05852631578947367,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:49:00Z,0.05699999999999999,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:49:10Z,0.05948387096774193,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:49:20Z,0.06436363636363636,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:49:30Z,0.06543243243243241,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:49:40Z,0.06539999999999999,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:49:50Z,0.06502777777777774,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:50:00Z,0.06431428571428574,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:50:10Z,0.06408333333333337,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:50:20Z,0.06369444444444447,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:50:30Z,0.06281081081081079,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:50:40Z,0.06225,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:50:50Z,0.062171428571428586,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:51:00Z,0.06200000000000002,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:51:10Z,0.06197058823529415,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:51:20Z,0.06040540540540539,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:51:30Z,0.05820588235294119,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:51:40Z,0.05796969696969698,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:51:50Z,0.05902857142857142,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:52:00Z,0.0598857142857143,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:52:10Z,0.05855555555555555,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:52:20Z,0.05794736842105264,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:52:30Z,0.05796428571428574,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:52:40Z,0.05859374999999999,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:52:50Z,0.058611111111111086,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:53:00Z,0.059361111111111114,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:53:10Z,0.060647058823529394,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:53:20Z,0.060026315789473685,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:53:30Z,0.05959999999999999,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:53:40Z,0.05836363636363634,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:53:50Z,0.05747222222222222,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:54:00Z,0.057324324324324334,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:54:10Z,0.058885714285714284,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:54:20Z,0.05994594594594593,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:54:30Z,0.05800000000000002,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:54:40Z,0.05583333333333334,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:54:50Z,0.05503030303030302,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:55:00Z,0.0551111111111111,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:55:10Z,0.055114285714285706,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:55:20Z,0.055289473684210534,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:55:30Z,0.061970588235294125,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:55:40Z,0.06537142857142857,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:55:50Z,0.06548571428571429,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:56:00Z,0.06584848484848488,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:56:10Z,0.06580555555555556,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:56:20Z,0.06576470588235295,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:56:30Z,0.06591428571428573,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:56:40Z,0.06568571428571428,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:56:50Z,0.06508108108108106,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:57:00Z,0.06505714285714283,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:57:10Z,0.0650285714285714,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:57:20Z,0.0647222222222222,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:57:30Z,0.06435294117647061,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:57:40Z,0.06208823529411768,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:57:50Z,0.0605,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:58:00Z,0.060088235294117665,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:58:10Z,0.059583333333333335,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:58:20Z,0.060303030303030296,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:58:30Z,0.05822222222222225,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:58:40Z,0.05742857142857142,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:58:50Z,0.0564166666666667,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:59:00Z,0.05737142857142859,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:59:10Z,0.056,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:59:20Z,0.05775000000000002,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:59:30Z,0.058,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:59:40Z,0.05648648648648649,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T02:59:50Z,0.05550000000000001,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T03:00:00Z,0.055057142857142846,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T03:00:10Z,0.054108108108108136,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T03:00:20Z,0.05468571428571427,co_gm,gas_data
,,0,2025-11-26T02:10:40.5087905Z,2025-11-26T03:10:40.5087905Z,2025-11-26T03:00:30Z,0.054705882352941174,co_gm,gas_data
